timestamp,mode,product,price,currency,url
2026-03-25 20:14:05,url,N/A,,R$,https://www.mercadolivre.com.br/apple-iphone-15-128-gb-preto-distribuidor-autorizado/p/MLB1027172677#polycard_client=search-desktop&search_layout=grid&position=1&type=product&tracking_id=7face089-b9ff-42ef-ae48-7be3da5c2533&wid=MLB4408548448&sid=search
